row_no,sent_id,sentence,STARK Number of nodes,SyntComplex # tokens,nodes match?,STARK MDD,SyntComplex MDD raw,SyntComplex MDD rounded like STARK,MDD match?,STARK NDD,SyntComplex NDD raw,SyntComplex NDD rounded like STARK,NDD match?,STARK Max depth,SyntComplex MAXIMUM_TREE_DEPTH,Max depth match?,STARK N clauses,SyntComplex # clauses,N clauses match?,STARK N T-units,SyntComplex # T-units,N T-units match?,STARK Clauses/T-unit,SyntComplex Clauses/T-unit raw,SyntComplex Clauses/T-unit rounded like STARK,Clauses/T-unit match?,STARK example,STARK tree,mismatch note
34,ssj488.2617.9319,"Poročilo za leto 1999, ki ga je oblikoval Studio Marketing JWT, so začeli pripravljati že leta 1997, ko so z zunanjo agencijo postavili vsebinski in likovni koncept letnih poročil za naslednje štiri leta.",37,37,yes,2.69,2.6875,2.69,yes,2.10,2.098281658497187,2.10,yes,8,8,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Poročilo] B[za] C[leto] D[1999]E[,] F[ki] G[ga] H[je] I[oblikoval] J[Studio] K[Marketing] L[JWT]M[,] N[so] O[začeli] P[pripravljati] Q[že] R[leta] S[1997]T[,] U[ko] V[so] W[z] X[zunanjo] Y[agencijo] Z[postavili] A[vsebinski] B[in] C[likovni] D[koncept] E[letnih] F[poročil] G[za] H[naslednje] I[štiri] J[leta]K[.] ","so <aux začeli >xcomp ((Poročilo >nmod (za <case leto >nummod 1999) >acl (, <punct ki <mark ga <obj je <aux oblikoval >nsubj (Studio >nmod (Marketing >nmod JWT)) >punct ,)) <obj pripravljati >obl (že <advmod leta >nummod 1997 >acl (, <punct ko <mark so <aux (z <case zunanjo <amod agencijo) <obl postavili >obj ((vsebinski >conj (in <cc likovni)) <amod koncept >nmod (letnih <amod poročil >nmod (za <case naslednje <amod štiri <nummod leta)))))) >punct .",
35,ssj488.2617.9320,"Odločili so se, da letna poročila povežejo z izumitelji, katerih življenjsko delo je bilo povezano s prometom - s Puhom, Rusjanom, Potočnikom in Resslom.",29,29,yes,2.86,2.8636363636363638,2.86,yes,0.49,0.493428953645941,0.49,yes,6,6,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Odločili] B[so] C[se]D[,] E[da] F[letna] G[poročila] H[povežejo] I[z] J[izumitelji]K[,] L[katerih] M[življenjsko] N[delo] O[je] P[bilo] Q[povezano] R[s] S[prometom] T[-] U[s] V[Puhom]W[,] X[Rusjanom]Y[,] Z[Potočnikom] A[in] B[Resslom]C[.] ","Odločili >aux so >expl se >ccomp (, <punct da <mark (letna <amod poročila) <obj povežejo >obl (z <case izumitelji >acl (, <punct (katerih <det življenjsko <amod delo) <nsubj je <aux bilo <cop povezano >obl (s <case prometom)) >appos (- <punct s <case Puhom >conj (, <punct Rusjanom) >conj (, <punct Potočnikom) >conj (in <cc Resslom)))) >punct .",
36,ssj488.2617.9321,"Vsebina poročila za leto 1999 je začela nastajati, ko je bilo izdelano konsolidirano revizijsko poročilo, to je ob koncu aprila.",23,23,yes,2.47,2.473684210526316,2.47,yes,1.54,1.5394659415672587,1.54,yes,5,5,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Vsebina] B[poročila] C[za] D[leto] E[1999] F[je] G[začela] H[nastajati]I[,] J[ko] K[je] L[bilo] M[izdelano] N[konsolidirano] O[revizijsko] P[poročilo]Q[,] R[to] S[je] T[ob] U[koncu] V[aprila]W[.] ","(Vsebina >nmod (poročila >nmod (za <case leto >nummod 1999))) <nsubj je <aux začela >xcomp (nastajati >advcl (, <punct ko <mark je <aux bilo <cop izdelano >nsubj (konsolidirano <amod revizijsko <amod poročilo) >punct ,)) >parataxis (to <nsubj je >obl (ob <case koncu >nmod aprila)) >punct .",
37,ssj488.2617.9322,"Petrolovo poslovno poročilo, ki je osnova letnega poročila, zajema podatke iz vseh organizacijskih enot družbe, obdelala jih je analitska služba, ki je del finančno-računovodske divizije.",32,32,yes,2.60,2.6,2.60,yes,1.85,1.8528741038058494,1.85,yes,8,8,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Petrolovo] B[poslovno] C[poročilo]D[,] E[ki] F[je] G[osnova] H[letnega] I[poročila]J[,] K[zajema] L[podatke] M[iz] N[vseh] O[organizacijskih] P[enot] Q[družbe]R[,] S[obdelala] T[jih] U[je] V[analitska] W[služba]X[,] Y[ki] Z[je] A[del] B[finančno]C[-]D[računovodske] E[divizije]F[.] ","(Petrolovo <amod poslovno <amod poročilo >acl (, <punct ki <mark je <cop osnova >nmod (letnega <amod poročila) >punct ,)) <nsubj zajema >obj (podatke >nmod (iz <case vseh <det organizacijskih <amod enot >nmod družbe)) >parataxis (, <punct obdelala >obj jih >aux je >nsubj (analitska <amod služba >acl (, <punct ki <mark je <cop del >nmod ((finančno >conj (- <punct računovodske)) <amod divizije)))) >punct .",
38,ssj488.2617.9323,"Šele v tej fazi je prišel na vrsto pisec oglasnih tekstov, ki celotno besedilo redakcijsko in vsebinsko predela, po dokončni verifikaciji uprave pa tekst preda zunanjemu grafičnemu oblikovalcu.",31,31,yes,3.07,3.074074074074074,3.07,yes,1.42,1.4207944258239231,1.42,yes,6,6,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Šele] B[v] C[tej] D[fazi] E[je] F[prišel] G[na] H[vrsto] I[pisec] J[oglasnih] K[tekstov]L[,] M[ki] N[celotno] O[besedilo] P[redakcijsko] Q[in] R[vsebinsko] S[predela]T[,] U[po] V[dokončni] W[verifikaciji] X[uprave] Y[pa] Z[tekst] A[preda] B[zunanjemu] C[grafičnemu] D[oblikovalcu]E[.] ","(Šele <advmod v <case tej <det fazi) <obl je <aux prišel >obl (na <case vrsto) >nsubj (pisec >nmod (oglasnih <amod tekstov) >acl (, <punct ki <mark (celotno <amod besedilo) <obj (redakcijsko >conj (in <cc vsebinsko)) <advmod predela >punct ,)) >parataxis ((po <case dokončni <amod verifikaciji >nmod uprave) <obl pa <advmod tekst <obj preda >iobj (zunanjemu <amod grafičnemu <amod oblikovalcu)) >punct .",
39,ssj488.2617.9324,"Poslovni sistem Mercator, ki je oblikovanje poročila zaupal Studiu A4 iz Ljubljane, se je prvega letnega poročila lotil leta 1995.",23,23,yes,3.05,3.0526315789473686,3.05,yes,1.85,1.8540815949802367,1.85,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Poslovni] B[sistem] C[Mercator]D[,] E[ki] F[je] G[oblikovanje] H[poročila] I[zaupal] J[Studiu] K[A4] L[iz] M[Ljubljane]N[,] O[se] P[je] Q[prvega] R[letnega] S[poročila] T[lotil] U[leta] V[1995]W[.] ","(Poslovni <amod sistem >nmod Mercator >acl (, <punct ki <mark je <aux (oblikovanje >nmod poročila) <obj zaupal >iobj (Studiu >nmod A4 >nmod (iz <case Ljubljane)) >punct ,)) <nsubj se <expl je <aux (prvega <amod letnega <amod poročila) <obj lotil >obl (leta >nummod 1995) >punct .",
40,ssj488.2617.9325,"Sektor za finance, računovodstvo in kontroling, sektor za razvoj, posamezni člani uprave in služba za odnose z javnostmi so poročilo za poslovno leto 1999 začeli pripravljati novembra 1999.",32,32,yes,4.00,4.0,4.00,yes,1.93,1.927726326969876,1.93,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Sektor] B[za] C[finance]D[,] E[računovodstvo] F[in] G[kontroling]H[,] I[sektor] J[za] K[razvoj]L[,] M[posamezni] N[člani] O[uprave] P[in] Q[služba] R[za] S[odnose] T[z] U[javnostmi] V[so] W[poročilo] X[za] Y[poslovno] Z[leto] A[1999] B[začeli] C[pripravljati] D[novembra] E[1999]F[.] ","(Sektor >nmod (za <case finance >conj (, <punct računovodstvo) >conj (in <cc kontroling)) >conj (, <punct sektor >nmod (za <case razvoj)) >conj (, <punct posamezni <amod člani >nmod uprave) >conj (in <cc služba >nmod (za <case odnose >nmod (z <case javnostmi)))) <nsubj so <aux začeli >xcomp ((poročilo >nmod (za <case poslovno <amod leto >nummod 1999)) <obj pripravljati >obl (novembra >nummod 1999)) >punct .",
41,ssj488.2618.9326,"Številka PP 12591/ 01 Slovensko podjetje išče dobavitelja jedilnega ječmena, lesa za palete ter za embalažo in bukovega lesa.",22,22,yes,2.28,2.2777777777777777,2.28,yes,1.66,1.6617063409798574,1.66,yes,7,7,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Številka] B[PP] C[12591]D[/] E[01] F[Slovensko] G[podjetje] H[išče] I[dobavitelja] J[jedilnega] K[ječmena]L[,] M[lesa] N[za] O[palete] P[ter] Q[za] R[embalažo] S[in] T[bukovega] U[lesa]V[.] ","(Številka >nmod (PP >nummod (12591 >conj (/ <punct 01)))) <parataxis (Slovensko <amod podjetje) <nsubj išče >obj (dobavitelja >nmod (jedilnega <amod ječmena >conj (, <punct lesa >nmod (za <case palete >conj (ter <cc za <case embalažo))) >conj (in <cc bukovega <amod lesa))) >punct .",
42,ssj488.2618.9327,"Slomar D. O. O., Smrekarjeva 47, 6310 Izola, Tel.: 05/ 6418 242, Faks: 05/ 6418 242, Sahir Abdelkbir",27,27,yes,5.00,5.0,5.00,yes,0.19,0.19283124040599242,0.19,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Slomar] B[D.] C[O.] D[O.]E[,] F[Smrekarjeva] G[47]H[,] I[6310] J[Izola]K[,] L[Tel.]M[:] N[05]O[/] P[6418] Q[242]R[,] S[Faks]T[:] U[05]V[/] W[6418] X[242]Y[,] Z[Sahir] A[Abdelkbir] ","Slomar >nmod (D. >fixed O. >fixed O.) >list (, <punct Smrekarjeva >nummod 47) >list (, <punct 6310 <nummod Izola) >list (, <punct Tel. >appos (: <punct 05 >conj (/ <punct 6418 >flat 242))) >list (, <punct Faks >appos (: <punct 05 >conj (/ <punct 6418 >flat 242))) >list (, <punct Sahir >flat Abdelkbir)",
43,ssj489.2619.9328,Slovenska osamosvojitev se je dogajala v zelo zapletenih mednarodnih okoliščinah.,11,11,yes,2.22,2.2222222222222223,2.22,yes,1.10,1.1048235486673883,1.10,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Slovenska] B[osamosvojitev] C[se] D[je] E[dogajala] F[v] G[zelo] H[zapletenih] I[mednarodnih] J[okoliščinah]K[.] ,(Slovenska <amod osamosvojitev) <nsubj se <expl je <aux dogajala >obl (v <case (zelo <advmod zapletenih) <amod mednarodnih <amod okoliščinah) >punct .,
44,ssj489.2619.9329,Velika zgodovinska priložnost oziroma splet zgodovinskih okoliščin sta privedla do samostojne slovenske države.,14,14,yes,2.17,2.1666666666666665,2.17,yes,1.57,1.5678757253286282,1.57,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Velika] B[zgodovinska] C[priložnost] D[oziroma] E[splet] F[zgodovinskih] G[okoliščin] H[sta] I[privedla] J[do] K[samostojne] L[slovenske] M[države]N[.] ,(Velika <amod zgodovinska <amod priložnost >conj (oziroma <cc splet >nmod (zgodovinskih <amod okoliščin))) <nsubj sta <aux privedla >obl (do <case samostojne <amod slovenske <amod države) >punct .,
45,ssj489.2619.9330,S tem nikakor ni zmanjšan pomen enotne volje državljanov Slovenije.,11,11,yes,1.44,1.4444444444444444,1.44,yes,1.54,1.5356064647598426,1.54,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[S] B[tem] C[nikakor] D[ni] E[zmanjšan] F[pomen] G[enotne] H[volje] I[državljanov] J[Slovenije]K[.] ,(S <case tem) <obl nikakor <advmod ni <cop zmanjšan >nsubj (pomen >nmod (enotne <amod volje >nmod (državljanov >nmod Slovenije))) >punct .,
46,ssj489.2619.9331,"Če te ne bi bilo, ne bi pomagal niti izredno ugoden splet okoliščin.",15,15,yes,2.25,2.25,2.25,yes,1.53,1.5301353973457812,1.53,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Če] B[te] C[ne] D[bi] E[bilo]F[,] G[ne] H[bi] I[pomagal] J[niti] K[izredno] L[ugoden] M[splet] N[okoliščin]O[.] ","(Če <mark te <nsubj ne <advmod bi <aux bilo >punct ,) <advcl ne <advmod bi <aux pomagal >nsubj (niti <advmod (izredno <advmod ugoden) <amod splet >nmod okoliščin) >punct .",
47,ssj489.2620.9332,"Caplan, R. (1996): Post-Mortem on UNPROFOR.",13,13,yes,3.67,3.6666666666666665,3.67,yes,0.40,0.4034032495162334,0.40,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Caplan]B[,] C[R.] D[(]E[1996]F[)]G[:] H[Post]I[-]J[Mortem] K[on] L[UNPROFOR]M[.] ","Caplan >punct , >flat R. >nummod (( <punct 1996 >punct )) >appos (: <punct Post >punct - >flat Mortem >flat on >flat UNPROFOR) >punct .",
48,ssj489.2620.9333,London Defence Studies 33.,5,5,yes,2.00,2.0,2.00,yes,0.14,0.1438410362258906,0.14,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[London] B[Defence] C[Studies] D[33]E[.] ,London >flat Defence >flat Studies >nummod 33 >punct .,
49,ssj489.2620.9334,"London, Brassey's.",4,4,yes,2.00,2.0,2.00,yes,0.69,0.6931471805599453,0.69,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[London]B[,] C[Brassey's]D[.] ","London >list (, <punct Brassey's) >punct .",
50,ssj489.2621.9335,"6. se dopušča stik med službujočimi otroci in njihovimi starši, prost izhod v civilnih oblekah, vsi redni, izredni študijski in nagradni dopusti.",26,26,yes,3.52,3.5238095238095237,3.52,yes,0.81,0.8120247077150197,0.81,yes,6,6,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[6.] B[se] C[dopušča] D[stik] E[med] F[službujočimi] G[otroci] H[in] I[njihovimi] J[starši]K[,] L[prost] M[izhod] N[v] O[civilnih] P[oblekah]Q[,] R[vsi] S[redni]T[,] U[izredni] V[študijski] W[in] X[nagradni] Y[dopusti]Z[.] ","6. <obl se <expl dopušča >nsubj (stik >nmod (med <case službujočimi <amod otroci >conj (in <cc njihovimi <det starši)) >conj (, <punct prost <amod izhod >nmod (v <case civilnih <amod oblekah)) >conj (, <punct vsi <det (redni >conj (, <punct izredni)) <amod (študijski >conj (in <cc nagradni)) <amod dopusti)) >punct .",
51,ssj489.2621.9336,"Enotam, ki so bile uporabljene na kriznih območjih, naj se dovoli počitek in rehabilitacija ter primerna prehrana in medicinska pomoč;",23,23,yes,2.95,2.9473684210526314,2.95,yes,1.67,1.6737814567452798,1.67,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Enotam]B[,] C[ki] D[so] E[bile] F[uporabljene] G[na] H[kriznih] I[območjih]J[,] K[naj] L[se] M[dovoli] N[počitek] O[in] P[rehabilitacija] Q[ter] R[primerna] S[prehrana] T[in] U[medicinska] V[pomoč]W[;] ","(Enotam >acl (, <punct ki <mark so <aux bile <cop uporabljene >obl (na <case kriznih <amod območjih) >punct ,)) <iobj naj <advmod se <expl dovoli >nsubj (počitek >conj (in <cc rehabilitacija) >conj (ter <cc primerna <amod prehrana)) >conj (in <cc medicinska <amod pomoč) >punct ;",
52,ssj489.2622.9337,"G. Na medsebojnem zaupanju bo zgradil Jugoslavijo brez meja, ki jo bo varovala JLA.",16,16,yes,2.23,2.230769230769231,2.23,yes,1.38,1.3760079408198587,1.38,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[G.] B[Na] C[medsebojnem] D[zaupanju] E[bo] F[zgradil] G[Jugoslavijo] H[brez] I[meja]J[,] K[ki] L[jo] M[bo] N[varovala] O[JLA]P[.] ","G. <dep (Na <case medsebojnem <amod zaupanju) <obl bo <aux zgradil >obj (Jugoslavijo >nmod (brez <case meja) >acl (, <punct ki <mark jo <obj bo <aux varovala >nsubj JLA)) >punct .",
53,ssj489.2623.9338,Dne 15. julija 1991 je v prostorih Slovenske matice potekal koordinacijski sestanek Odborov staršev.,15,15,yes,2.31,2.3076923076923075,2.31,yes,1.60,1.5975192010271726,1.60,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Dne] B[15.] C[julija] D[1991] E[je] F[v] G[prostorih] H[Slovenske] I[matice] J[potekal] K[koordinacijski] L[sestanek] M[Odborov] N[staršev]O[.] ,(Dne >nmod (15. <nummod julija >nummod 1991)) <obl je <aux (v <case prostorih >nmod (Slovenske <amod matice)) <obl potekal >nsubj (koordinacijski <amod sestanek >nmod (Odborov >nmod staršev)) >punct .,
54,ssj489.2623.9339,"Predsednik Odbora staršev za varstvo in vrnitev slovenskih vojakov profesor J. Stergar je navzoče seznanil z nekaterimi dejstvi, in sicer:",22,22,yes,2.74,2.736842105263158,2.74,yes,1.82,1.8194398507193383,1.82,yes,7,7,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Predsednik] B[Odbora] C[staršev] D[za] E[varstvo] F[in] G[vrnitev] H[slovenskih] I[vojakov] J[profesor] K[J.] L[Stergar] M[je] N[navzoče] O[seznanil] P[z] Q[nekaterimi] R[dejstvi]S[,] T[in] U[sicer]V[:] ","(Predsednik >nmod (Odbora >nmod staršev >nmod (za <case varstvo >conj (in <cc vrnitev >nmod (slovenskih <amod vojakov)))) >nmod (profesor >nmod (J. >flat Stergar))) <nsubj je <aux navzoče <obj seznanil >obl (z <case nekaterimi <det dejstvi) >appos (, <punct in >fixed sicer) >punct :",
55,ssj489.2624.9340,"Enak očitek naslavlja ""zahodna demokracija"" na Slovenijo lažje je pač ""handlati"" z eno samo državo kakor pa s kopico manjših, ki so še v medsebojnem sporu... in njegovem egoizmu, Kdo na svetu ima pravico in v imenu česa zahtevati od nekega naroda ali celi vrsti njih, da naj preslišijo glas svoje identitete, in torej molče prenašajo politično in duhovno unificiranje in to za vso prihodnost naprej, se pravi tudi za prihodnje rodove? ki naj bi uničila Jugoslavijo.",91,91,yes,4.00,4.0,4.00,yes,1.33,1.3283784533573297,1.33,yes,9,9,yes,9.00,9,yes,5.00,5,yes,1.80,1.8,1.80,yes,"A[Enak] B[očitek] C[naslavlja] D[""]E[zahodna] F[demokracija]G[""] H[na] I[Slovenijo] J[lažje] K[je] L[pač] M[""]N[handlati]O[""] P[z] Q[eno] R[samo] S[državo] T[kakor] U[pa] V[s] W[kopico] X[manjših]Y[,] Z[ki] A[so] B[še] C[v] D[medsebojnem] E[sporu]F[.]G[.]H[.] I[in] J[njegovem] K[egoizmu]L[,] M[Kdo] N[na] O[svetu] P[ima] Q[pravico] R[in] S[v] T[imenu] U[česa] V[zahtevati] W[od] X[nekega] Y[naroda] Z[ali] A[celi] B[vrsti] C[njih]D[,] E[da] F[naj] G[preslišijo] H[glas] I[svoje] J[identitete]K[,] L[in] M[torej] N[molče] O[prenašajo] P[politično] Q[in] R[duhovno] S[unificiranje] T[in] U[to] V[za] W[vso] X[prihodnost] Y[naprej]Z[,] A[se] B[pravi] C[tudi] D[za] E[prihodnje] F[rodove]G[?] H[ki] I[naj] J[bi] K[uničila] L[Jugoslavijo]M[.] ","(Enak <det očitek) <obj naslavlja >nsubj ("" <punct zahodna <amod demokracija >punct "") >obl (na <case Slovenijo) >parataxis ((lažje >advcl (kakor <mark pa <orphan s <case kopico >amod (manjših >acl (, <punct ki <mark so >advmod še >obl (v <case medsebojnem <amod sporu))))) <advmod je >advmod pač >csubj ("" <punct handlati >punct "" >obl (z <case eno <nummod samo <amod državo)) >punct . >punct . >punct .) >conj (in <cc njegovem <det egoizmu) >parataxis (, <punct (Kdo >nmod (na <case svetu)) <nsubj ima >obj pravico >conj (in <cc (v <case imenu >nmod česa) <obl zahtevati >obl (od <case nekega <det naroda >conj (ali <cc celi <amod vrsti >nmod njih)) >ccomp (, <punct da <mark naj <advmod preslišijo >obj (glas >nmod (svoje <det identitete)) >conj (, <punct in <cc torej <advmod molče <advmod prenašajo >obj ((politično >conj (in <cc duhovno)) <amod unificiranje)))) >conj ((in >fixed to) <cc za <case vso <det prihodnost >orphan naprej >appos (, <punct (se >fixed pravi) <cc tudi <advmod za <case prihodnje <amod rodove) >punct ? >acl (ki <mark naj <advmod bi <aux uničila >obj Jugoslavijo))) >punct .",
56,ssj489.2624.9341,Kakor da ne bi bil separatizem posledica unificiranja vseh (ne le nacionalnih!) razlik v komunističnem sistemu.,20,20,yes,3.07,3.066666666666667,3.07,yes,1.21,1.2063889796918768,1.21,yes,7,7,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Kakor] B[da] C[ne] D[bi] E[bil] F[separatizem] G[posledica] H[unificiranja] I[vseh] J[(]K[ne] L[le] M[nacionalnih]N[!]O[)] P[razlik] Q[v] R[komunističnem] S[sistemu]T[.] ,(Kakor >fixed da) <mark ne <advmod bi <aux bil <cop separatizem <nsubj posledica >nmod (unificiranja >nmod ((vseh >appos (( <punct (ne >fixed le) <advmod nacionalnih >punct ! >punct ))) <det razlik >nmod (v <case komunističnem <amod sistemu))) >punct .,
57,ssj489.2624.9342,"Še zlasti pa bi morali vedeti nekaj več o energiji avtoidentifikacije, ki jo prelahko označujejo z etiketo nacionalizma, seveda v slabšalnem smislu.",25,25,yes,2.19,2.1904761904761907,2.19,yes,1.54,1.5428612163130895,1.54,yes,7,7,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Še] B[zlasti] C[pa] D[bi] E[morali] F[vedeti] G[nekaj] H[več] I[o] J[energiji] K[avtoidentifikacije]L[,] M[ki] N[jo] O[prelahko] P[označujejo] Q[z] R[etiketo] S[nacionalizma]T[,] U[seveda] V[v] W[slabšalnem] X[smislu]Y[.] ","(Še <advmod zlasti) <advmod pa <advmod bi <aux morali >xcomp (vedeti >advmod (nekaj <advmod več) >obl (o <case energiji >nmod (avtoidentifikacije >acl (, <punct ki <mark jo <obj prelahko <advmod označujejo >obl (z <case etiketo >nmod nacionalizma) >obl (, <punct seveda <advmod v <case slabšalnem <amod smislu))))) >punct .",
58,ssj489.2624.9343,Zdaj še posebno po nemškem nacizmu zavračajo vsako prizadevanje za nacionalno samostojnost razvijajočih se narodnostnih entitet.,17,17,yes,2.20,2.2,2.20,yes,1.54,1.5385228147144914,1.54,yes,6,6,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Zdaj] B[še] C[posebno] D[po] E[nemškem] F[nacizmu] G[zavračajo] H[vsako] I[prizadevanje] J[za] K[nacionalno] L[samostojnost] M[razvijajočih] N[se] O[narodnostnih] P[entitet]Q[.] ,Zdaj <advmod ((še >fixed posebno) <advmod po <case nemškem <amod nacizmu) <obl zavračajo >obj (vsako <det prizadevanje >nmod (za <case nacionalno <amod samostojnost >nmod ((razvijajočih >expl se) <amod narodnostnih <amod entitet))) >punct .,
59,ssj489.2624.9344,"Toda kaj je energija ""nacionalizma""?",8,8,yes,2.00,2.0,2.00,yes,0.69,0.6931471805599453,0.69,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Toda] B[kaj] C[je] D[energija] E[""]F[nacionalizma]G[""]H[?] ","Toda <cc kaj <nsubj je <cop energija >nmod ("" <punct nacionalizma >punct "") >punct ?",
60,ssj489.2624.9345,"To je ""energija"" biti, se pravi energija lastne identitete.",13,13,yes,2.38,2.375,2.38,yes,0.87,0.8678705139132589,0.87,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[To] B[je] C[""]D[energija]E[""] F[biti]G[,] H[se] I[pravi] J[energija] K[lastne] L[identitete]M[.] ","To <nsubj je <cop "" <punct energija >punct "" >nmod biti >appos (, <punct (se >fixed pravi) <cc energija >nmod (lastne <amod identitete)) >punct .",
61,ssj489.2624.9346,"Ne energija ""biti vse ali nič"", ampak preprosto energija biti.",14,14,yes,2.56,2.5555555555555554,2.56,yes,0.16,0.1603426500751795,0.16,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Ne] B[energija] C[""]D[biti] E[vse] F[ali] G[nič]H[""]I[,] J[ampak] K[preprosto] L[energija] M[biti]N[.] ","Ne >orphan (energija >acl ("" <punct biti <cop vse >conj (ali <cc nič) >punct "")) >conj (, <punct ampak <cc preprosto <orphan energija >nmod biti) >punct .",
62,ssj489.2624.9347,"Si, bivaš tako, da se razlikuješ od drugega, od drugih.",14,14,yes,2.56,2.5555555555555554,2.56,yes,0.16,0.1603426500751795,0.16,yes,5,5,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Si]B[,] C[bivaš] D[tako]E[,] F[da] G[se] H[razlikuješ] I[od] J[drugega]K[,] L[od] M[drugih]N[.] ","Si >parataxis (, <punct bivaš >advcl ((tako >punct , >fixed da) <mark se <expl razlikuješ >obl (od <case drugega) >obl (, <punct od <case drugih))) >punct .",
63,ssj489.2624.9348,"Nepriznavanje razlik je torej dejansko nepriznavanje (različnih) identitet, različnih načinov biti, bivanja.",17,17,yes,2.64,2.6363636363636362,2.64,yes,1.13,1.1254268138251093,1.13,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Nepriznavanje] B[razlik] C[je] D[torej] E[dejansko] F[nepriznavanje] G[(]H[različnih]I[)] J[identitet]K[,] L[različnih] M[načinov] N[biti]O[,] P[bivanja]Q[.] ","(Nepriznavanje >nmod razlik) <nsubj je <cop torej <advmod dejansko <amod nepriznavanje >nmod ((( <punct različnih >punct )) <amod identitet >conj (, <punct različnih <amod načinov >nmod biti) >conj (, <punct bivanja)) >punct .",
