Tree	Absolute frequency	Relative frequency	Order	Number of nodes	Head node	Example	MDD	NDD	Max depth	N clauses	N T-units	Clauses/T-unit
""" <punct Menimo >ccomp (, <punct da <mark (uporaba >nmod GSO >nmod (v <case kmetijstvu)) <nsubj ogroža >obj (ekonomski <amod obstoj >nmod ((konvencionalnih >conj (in <cc ekoloških)) <amod kmetov))) >parataxis (, <punct (poleg <case tega) <obl nihče <nsubj ne <advmod ve >ccomp (, <punct kako <advmod bo <aux (njihova <det uporaba) <nsubj dolgoročno <advmod vplivala >obl (na <case okolje >conj (in <cc zdravje >nmod ljudi)))) >punct . >punct """	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHI	35	Menimo	"A[""]B[Menimo]C[,] D[da] E[uporaba] F[GSO] G[v] H[kmetijstvu] I[ogroža] J[ekonomski] K[obstoj] L[konvencionalnih] M[in] N[ekoloških] O[kmetov]P[,] Q[poleg] R[tega] S[nihče] T[ne] U[ve]V[,] W[kako] X[bo] Y[njihova] Z[uporaba] A[dolgoročno] B[vplivala] C[na] D[okolje] E[in] F[zdravje] G[ljudi]H[.] I[""] "	3.11	0.88	7	4.00	2.00	2.00
""" <punct Mladost <nsubj zame <obl ni <cop breme >punct ."	1	4.6	ABCDEF	6	breme	"A[""]B[Mladost] C[zame] D[ni] E[breme]F[.] "	2.00	0.66	2	1.00	1.00	1.00
""" <punct Moram >xcomp (priznati >ccomp (, <punct da <mark sem <aux šel >obl (na <case dirko) >obl (z <case (nekoliko <advmod negotovimi) <amod občutki))) >punct ."	1	4.6	ABCDEFGHIJKLMN	14	Moram	"A[""]B[Moram] C[priznati]D[,] E[da] F[sem] G[šel] H[na] I[dirko] J[z] K[nekoliko] L[negotovimi] M[občutki]N[.] "	2.20	0.71	6	3.00	1.00	3.00
""" <punct Na <case podlagi >nmod (tega >acl (, <punct kar <obj mi <iobj pove >nsubj tržišče)) >punct ."	1	4.6	ABCDEFGHIJ	10	podlagi	"A[""]B[Na] C[podlagi] D[tega]E[,] F[kar] G[mi] H[pove] I[tržišče]J[.] "	1.67	0.93	4	2.00	1.00	2.00
""" <punct Nadalje <advmod Dušana <obj zanima >csubj (, <punct zakaj <advmod (v <case Žuničih) <obl ((že <advmod tri) <nummod leta) <obl ni >advmod več >nsubj (trgovine >acl (, <punct ki <mark jo <obj je <aux prej <advmod imela >nsubj (črnomaljska <amod kmetijska <amod zadruga) >punct ,))) >parataxis (nanjo <obl pa <advmod so <aux bili <cop vezani >nsubj (prebivalci >nmod (Žuničev >conj (, <punct Miličev) >conj (in <cc Paunovičev)))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJ	36	zanima	"A[""] B[Nadalje] C[Dušana] D[zanima]E[,] F[zakaj] G[v] H[Žuničih] I[že] J[tri] K[leta] L[ni] M[več] N[trgovine]O[,] P[ki] Q[jo] R[je] S[prej] T[imela] U[črnomaljska] V[kmetijska] W[zadruga]X[,] Y[nanjo] Z[pa] A[so] B[bili] C[vezani] D[prebivalci] E[Žuničev]F[,] G[Miličev] H[in] I[Paunovičev]J[.] "	3.24	1.20	6	4.00	2.00	2.00
""" <punct Naj <advmod pogledam >punct !"	1	4.6	ABCD	4	pogledam	"A[""]B[Naj] C[pogledam]D[!] "	1.00	0.55	2	1.00	1.00	1.00
""" <punct Napredek <nsubj je <cop očiten >punct ."	1	4.6	ABCDE	5	očiten	"A[""]B[Napredek] C[je] D[očiten]E[.] "	1.50	0.63	2	1.00	1.00	1.00
""" <punct Nato <advmod je <aux odšla >obl (z <case odra) >obl (v <case spremstvu >nmod (mladega <amod direktorja >nmod Perle >nmod (Borisa >flat Tomažiča) >acl (, <punct ki <mark mu <obj je <aux bilo <cop vidno <advmod nerodno >conj (, <punct (tako >fixed da) <cc je <aux (z <case nogami) <obl (bolj >advcl (kot <mark hodil)) <advmod krilil)))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZACDBE	31	odšla	"A[""] B[Nato] C[je] D[odšla] E[z] F[odra] G[v] H[spremstvu] I[mladega] J[direktorja] K[Perle] L[Borisa] M[Tomažiča]N[,] O[ki] P[mu] Q[je] R[bilo] S[vidno] T[nerodno]U[,] V[tako] W[da] X[je] Y[z] Z[nogami] A[bolj] B[krilil] C[kot] D[hodil]E[.] "	2.69	1.33	8	4.00	2.00	2.00
""" <punct Ni <cop mi <obj jasno >csubj (, <punct zakaj <advmod hočejo >xcomp (se <expl znebiti >obj tebe) >punct ,) >punct "" >parataxis (je <aux rekel >iobj kolegu) >punct ."	1	4.6	ABCDEFHGIJKLMNOP	16	jasno	"A[""]B[Ni] C[mi] D[jasno]E[,] F[zakaj] G[se] H[hočejo] I[znebiti] J[tebe]K[,]L[""] M[je] N[rekel] O[kolegu]P[.] "	2.50	0.93	4	4.00	2.00	2.00
""" <punct Nisem <cop tvoj <det ljubimec >punct ."	1	4.6	ABCDE	5	ljubimec	"A[""]B[Nisem] C[tvoj] D[ljubimec]E[.] "	1.50	0.63	2	1.00	1.00	1.00
""" <punct Odigrala >aux sva >advmod (zelo <advmod zanesljivo) >parataxis (, <punct (tudi <advmod v <case finalu) <obl sva <aux ostala >xcomp mirna >advcl (, <punct (potem >fixed ko) <mark (zaradi <case nekaj <det napak >nmod dvoboja) <obl nisva <aux zaključila >obl (že <advmod po <case dveh <nummod nizih))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZ	26	Odigrala	"A[""]B[Odigrala] C[sva] D[zelo] E[zanesljivo]F[,] G[tudi] H[v] I[finalu] J[sva] K[ostala] L[mirna]M[,] N[potem] O[ko] P[zaradi] Q[nekaj] R[napak] S[dvoboja] T[nisva] U[zaključila] V[že] W[po] X[dveh] Y[nizih]Z[.] "	2.71	0.87	5	3.00	2.00	1.50
""" <punct Odprli >aux so >iobj mu >obj (vratca >nmod (v <case rov)) >conj (in <cc skoznja <obl spustili >obj (dolgo <amod lestev)) >punct ."	1	4.6	ABCDEFGHIJKLM	13	Odprli	"A[""] B[Odprli] C[so] D[mu] E[vratca] F[v] G[rov] H[in] I[skoznja] J[spustili] K[dolgo] L[lestev]M[.] "	2.30	0.66	4	2.00	2.00	1.00
""" <punct Opazovanje <nsubj je <cop pomembno >punct ."	1	4.6	ABCDE	5	pomembno	"A[""]B[Opazovanje] C[je] D[pomembno]E[.] "	1.50	0.63	2	1.00	1.00	1.00
""" <punct Pevec <nsubj sicer <advmod (malo <amod Alice) <obj obožuje >obl (kot <case boginjo) >parataxis (, <punct rad <advmod pa <advmod ima >obj (tudi <advmod svoje <det tri <nummod odrasle <amod hčere >nmod (iz <case prvega <amod zakona >nmod (z <case ženo >nmod Aduo)))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	obožuje	"A[""] B[Pevec] C[sicer] D[malo] E[Alice] F[obožuje] G[kot] H[boginjo]I[,] J[rad] K[pa] L[ima] M[tudi] N[svoje] O[tri] P[odrasle] Q[hčere] R[iz] S[prvega] T[zakona] U[z] V[ženo] W[Aduo]X[.] "	2.30	1.56	6	2.00	2.00	1.00
""" <punct Ph >punct !"	1	4.6	ABC	3	Ph	"A[""]B[Ph]C[!] "	0.00	0.00	2	1.00	1.00	1.00
""" <punct Potem <advmod mi <iobj je <aux gospa <nsubj rekla >punct :"	1	4.6	ABCDEFG	7	rekla	"A[""]B[Potem] C[mi] D[je] E[gospa] F[rekla]G[:] "	2.50	0.67	2	1.00	1.00	1.00
""" <punct Povej >iobj nam >ccomp (, <punct kako <advmod jo <obj fukaš) >punct ."	1	4.6	ABCDEFGH	8	Povej	"A[""]B[Povej] C[nam]D[,] E[kako] F[jo] G[fukaš]H[.] "	2.25	0.23	3	2.00	1.00	2.00
""" <punct Prepričal >aux bi >expl se >advmod rad >ccomp (, <punct da <mark čevljev <obj ne <advmod boste <aux dali >obl (na <case račun)) >punct . >punct """	1	4.6	ABCDEFGHIJKLMNO	15	Prepričal	"A[""]B[Prepričal] C[bi] D[se] E[rad]F[,] G[da] H[čevljev] I[ne] J[boste] K[dali] L[na] M[račun]N[.] O[""] "	2.80	0.47	4	2.00	1.00	2.00
""" <punct Pritožujejo >expl se >nsubj (vsi >acl (, <punct ki <mark so <cop vezani >obl (na <case to <det centralo) >punct ,)) >conj (saj <cc je <cop telefonija <nsubj res <advmod mizerna) >parataxis (, <punct plačamo >advmod pa >advmod (tako >obl (kot <case tisti >acl (, <punct kjer <mark je >nsubj vse >obl (v <case redu))))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCD	30	Pritožujejo	"A[""]B[Pritožujejo] C[se] D[vsi]E[,] F[ki] G[so] H[vezani] I[na] J[to] K[centralo]L[,] M[saj] N[je] O[telefonija] P[res] Q[mizerna]R[,] S[plačamo] T[pa] U[tako] V[kot] W[tisti]X[,] Y[kjer] Z[je] A[vse] B[v] C[redu]D[.] "	3.17	0.76	7	5.00	3.00	1.67
""" <punct Psihoterapevtka <nsubj je <aux ponovila >obj (njegov <det stavek) >conj (in <cc ga <iobj vprašala >ccomp (, <punct ali <mark so <aux bile <cop počitnice <nsubj zanj <obl težke)) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQ	17	ponovila	"A[""] B[Psihoterapevtka] C[je] D[ponovila] E[njegov] F[stavek] G[in] H[ga] I[vprašala]J[,] K[ali] L[so] M[bile] N[počitnice] O[zanj] P[težke]Q[.] "	2.77	0.96	4	3.00	2.00	1.50
""" <punct Saj <advmod (tiste <det delavke >acl (, <punct ki <mark so <cop stare >obl (30 >conj (, <punct 40)) >punct ,)) <nsubj se <expl bodo <aux že <advmod nekako <advmod znašle >punct ."	1	4.6	ABCDEFGHIJKLMNOPQR	18	znašle	"A[""]B[Saj] C[tiste] D[delavke]E[,] F[ki] G[so] H[stare] I[30]J[,] K[40]L[,] M[se] N[bodo] O[že] P[nekako] Q[znašle]R[.] "	4.08	1.25	6	2.00	1.00	2.00
""" <punct Sedem >conj (in <cc petnajst) >parataxis (: <punct Pripravljen >obl (za <case opazovanje >nmod Harpune)) >punct ."	1	4.6	ABCDEFGHIJ	10	Sedem	"A[""]B[Sedem] C[in] D[petnajst]E[:] F[Pripravljen] G[za] H[opazovanje] I[Harpune]J[.] "	1.83	0.64	4	1.00	1.00	1.00
""" <punct Seveda >punct ."	1	4.6	ABC	3	Seveda	"A[""]B[Seveda]C[.] "	0.00	0.00	2	1.00	1.00	1.00
""" <punct Slovenci <nsubj smo <aux imeli >advmod nekdaj >obj (velike <amod šahiste >acl (, <punct (na <case katere) <obl smo <cop lahko <advmod ponosni >punct ,)) >parataxis (nato <advmod je <aux sledila >nsubj (dvajsetletna <amod suša)) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRST	20	imeli	"A[""]B[Slovenci] C[smo] D[imeli] E[nekdaj] F[velike] G[šahiste]H[,] I[na] J[katere] K[smo] L[lahko] M[ponosni]N[,] O[nato] P[je] Q[sledila] R[dvajsetletna] S[suša]T[.] "	2.67	1.07	5	3.00	2.00	1.50
""" <punct Sploh <advmod še <advmod nisem <aux razmišljala >ccomp (, <punct kaj <nsubj bo >obl (z <case mano)) >punct ."	1	4.6	ABCDEFGHIJK	11	razmišljala	"A[""]B[Sploh] C[še] D[nisem] E[razmišljala]F[,] G[kaj] H[bo] I[z] J[mano]K[.] "	1.86	1.16	4	2.00	1.00	2.00
""" <punct Srečna >cop sem >punct , >punct "" >parataxis (je <aux dejala) >advcl (, <punct "" <punct ker <mark toliko <advmod igram >parataxis (( <punct (kljub <case mladosti) <obl je <aux posnela >obj (že <advmod 37 <nummod filmov) >punct )) >parataxis (, <punct ker <mark sem >advmod tu >obl (med <case vami)) >punct ,) >conj (in <cc nesrečna >advcl (, <punct ker <mark bolj <advmod ko <mark se <expl dviga >obl (k <case vrhu) >nsubj (moje <det profesionalno <amod filmsko <amod življenje) >parataxis (, <punct bolj <advmod se <expl (na <case drugi <amod strani) <obl spušča >nsubj (kakovost >nmod (mojega <det zasebnega <amod življenja))))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZAB	54	Srečna	"A[""]B[Srečna] C[sem]D[,]E[""] F[je] G[dejala]H[,] I[""]J[ker] K[toliko] L[igram] M[(]N[kljub] O[mladosti] P[je] Q[posnela] R[že] S[37] T[filmov]U[)]V[,] W[ker] X[sem] Y[tu] Z[med] A[vami]B[,] C[in] D[nesrečna]E[,] F[ker] G[bolj] H[ko] I[se] J[dviga] K[k] L[vrhu] M[moje] N[profesionalno] O[filmsko] P[življenje]Q[,] R[bolj] S[se] T[na] U[drugi] V[strani] W[spušča] X[kakovost] Y[mojega] Z[zasebnega] A[življenja]B[.] "	3.56	0.93	7	7.00	5.00	1.40
""" <punct Stal >aux sem >obl (med <case Rudolfom >conj (in <cc med <case vrati)) >punct ."	1	4.6	ABCDEFGHI	9	Stal	"A[""] B[Stal] C[sem] D[med] E[Rudolfom] F[in] G[med] H[vrati]I[.] "	1.83	0.64	4	1.00	1.00	1.00
""" <punct Težava >conj (in <cc nevarno) >cop je >advcl ((ne >fixed samo) <advmod , <punct če <mark greš >advmod peš >obl (ob <case cesti)) >punct ."	1	4.6	ABCDEFGHIJKLMN	14	Težava	"A[""]B[Težava] C[in] D[nevarno] E[je] F[ne] G[samo]H[,] I[če] J[greš] K[peš] L[ob] M[cesti]N[.] "	2.50	0.58	4	2.00	1.00	2.00
""" <punct Ti <orphan nič <orphan dobro >punct ."	1	4.6	ABCDE	5	dobro	"A[""]B[Ti] C[nič] D[dobro]E[.] "	1.50	0.63	2	1.00	1.00	1.00
""" <punct To <nsubj je <cop zame <obl veliko <amod zadovoljstvo >punct ."	1	4.6	ABCDEFG	7	zadovoljstvo	"A[""]B[To] C[je] D[zame] E[veliko] F[zadovoljstvo]G[.] "	2.50	0.67	2	1.00	1.00	1.00
""" <punct Tu <advmod mislim >obl (v <case prvi <amod vrsti) >obl (na <case Emmanuela >flat Davisa) >punct ."	1	4.6	ABCDEFGHIJ	10	mislim	"A[""]B[Tu] C[mislim] D[v] E[prvi] F[vrsti] G[na] H[Emmanuela] I[Davisa]J[.] "	2.00	0.83	3	1.00	1.00	1.00
""" <punct Vam <iobj povem >ccomp (, <punct kako <advmod je) >punct ? >punct « >parataxis (je <aux vprašala >conj (in <cc izstrelila)) >parataxis (: <punct » <punct Najšibkejši <amod člen >discourse adijo >punct ! >punct «)"	1	4.6	ABCDEFGHIJKLMNOPQRS	19	povem	"A[""]B[Vam] C[povem]D[,] E[kako] F[je]G[?] H[«] I[je] J[vprašala] K[in] L[izstrelila]M[:] N[»]O[Najšibkejši] P[člen] Q[adijo]R[!]S[«] "	3.10	0.57	4	4.00	3.00	1.33
""" <punct Zakaj <advmod je <cop (telefonska <amod centrala >nmod (v <case Adlešičih)) <nsubj najslabša >obl (v <case Sloveniji) >punct ? >punct "" >parataxis (se <expl razburja >nsubj Dušan) >punct ."	1	4.6	ABCDEFGHIJKLMNOP	16	najslabša	"A[""]B[Zakaj] C[je] D[telefonska] E[centrala] F[v] G[Adlešičih] H[najslabša] I[v] J[Sloveniji]K[?] L[""] M[se] N[razburja] O[Dušan]P[.] "	2.64	1.27	4	2.00	2.00	1.00
""" <punct Zakaj <advmod pa <advmod ne <advmod paziš >ccomp (, <punct kam <advmod odlagaš >obj ((& >flat # >flat @ >flat %) <amod papirje)) >discourse (, <punct za <case vraga) >punct ?"	1	4.6	ABCDEFGHIJKLMNOPQ	17	paziš	"A[""]B[Zakaj] C[pa] D[ne] E[paziš]F[,] G[kam] H[odlagaš] I[&]J[#]K[@]L[%] M[papirje]N[,] O[za] P[vraga]Q[?] "	3.08	0.92	5	2.00	1.00	2.00
""" <punct Zakaj <advmod sploh <advmod potrebujemo >obj papir >punct ?"	1	4.6	ABCDEF	6	potrebujemo	"A[""]B[Zakaj] C[sploh] D[potrebujemo] E[papir]F[?] "	1.33	0.95	2	1.00	1.00	1.00
""" <punct Zakaj <orphan taka <det razdelitev >punct ?"	1	4.6	ABCDE	5	razdelitev	"A[""] B[Zakaj] C[taka] D[razdelitev]E[?] "	1.50	0.63	2	1.00	1.00	1.00
""" <punct Zato <cc je <aux (direktor >nmod (finančnega <amod sektorja >nmod (Pošte >nmod Slovenije))) <nsubj pristavil >ccomp (, <punct da <mark pozdravljajo >obj (odločitev >nmod (Ustavnega <amod sodišča >nmod Slovenije))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQ	17	pristavil	"A[""] B[Zato] C[je] D[direktor] E[finančnega] F[sektorja] G[Pošte] H[Slovenije] I[pristavil]J[,] K[da] L[pozdravljajo] M[odločitev] N[Ustavnega] O[sodišča] P[Slovenije]Q[.] "	2.46	1.48	5	2.00	1.00	2.00
""" <punct Zato <cc je <cop (vsak <det strah >acl (, <punct da <mark jih <obj bomo <aux izropali >conj (in <cc uničili))) <nsubj odveč >punct ."	1	4.6	ABCDEFGHIJKLMN	14	odveč	"A[""]B[Zato] C[je] D[vsak] E[strah]F[,] G[da] H[jih] I[bomo] J[izropali] K[in] L[uničili] M[odveč]N[.] "	4.40	0.95	5	3.00	2.00	1.50
""" <punct Zato <cc smo <aux (že <advmod septembra >advmod lani) <obl (prek <case Gospodarske <amod zbornice >nmod Slovenije) <obl predlagali >obj (obdavčitev >nmod (vseh <det javnih <amod poštnih <amod storitev)) >advcl (, <punct ker <mark bi <aux (s <case tem) <obl (po <case naših <det izračunih) <obl imeli >obj (pozitivni <amod finančni <amod učinek >nmod ((okrog <advmod 850) <nummod milijonov >nmod tolarjev >nmod (na <case leto)))) >punct ."	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHI	35	predlagali	"A[""]B[Zato] C[smo] D[že] E[septembra] F[lani] G[prek] H[Gospodarske] I[zbornice] J[Slovenije] K[predlagali] L[obdavčitev] M[vseh] N[javnih] O[poštnih] P[storitev]Q[,] R[ker] S[bi] T[s] U[tem] V[po] W[naših] X[izračunih] Y[imeli] Z[pozitivni] A[finančni] B[učinek] C[okrog] D[850] E[milijonov] F[tolarjev] G[na] H[leto]I[.] "	3.03	1.81	6	2.00	1.00	2.00
""" <punct Začel >aux je >xcomp (se <expl zibati >obl (na <case prizadet <amod način)) >punct ."	1	4.6	ABDCEFGHI	9	Začel	"A[""] B[Začel] C[se] D[je] E[zibati] F[na] G[prizadet] H[način]I[.] "	2.17	0.47	4	2.00	1.00	2.00
""" <punct Žal <advmod mi <obj je >advmod sicer >obl (zaradi <case napake) >conj (, <punct a <cc sem <cop (z <case drugim <amod mestom) <obl tudi <advmod zadovoljen) >punct ."	1	4.6	ABCDEFGHIJKLMNOP	16	je	"A[""]B[Žal] C[mi] D[je] E[sicer] F[zaradi] G[napake]H[,] I[a] J[sem] K[z] L[drugim] M[mestom] N[tudi] O[zadovoljen]P[.] "	3.00	0.84	4	2.00	2.00	1.00
# >nummod (( <punct 068 >punct ) >flat 81) >dep (- <punct 737.4654)	1	4.6	ABCDEFG	7	#	A[#] B[(]C[068]D[)]E[81]F[-]G[737.4654] 	3.33	0.65	3	1.00	1.00	1.00
' <punct (Ko <mark pa <advmod je <aux stopila >obl (na <case barko) >punct ,) <advcl jo <obj je <aux odpeljal >punct . >punct «	1	4.6	ABCDEFGHIJKLM	13	odpeljal	A['] B[Ko] C[pa] D[je] E[stopila] F[na] G[barko]H[,] I[jo] J[je] K[odpeljal]L[.] M[«] 	2.25	1.43	4	2.00	1.00	2.00
' <punct Zato <cc je <aux bilo <cop tako <advmod tolažeče >advcl (, <punct ko <mark smo <aux odkrili >ccomp (, <punct da <mark lahko <advmod začnemo >obl (z <case (bolj <advmod preproste) <amod ravni))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRS	19	tolažeče	A['] B[Zato] C[je] D[bilo] E[tako] F[tolažeče]G[,] H[ko] I[smo] J[odkrili]K[,] L[da] M[lahko] N[začnemo] O[z] P[bolj] Q[preproste] R[ravni]S[.] 	2.36	1.36	6	3.00	1.00	3.00
( <punct (Foto >punct :) <parataxis (Matej >flat Povše >flat Baxter) <nsubj se <expl je <aux pritožil	1	4.6	ABCDEFGHI	9	pritožil	A[(]B[Foto]C[:] D[Matej] E[Povše] F[Baxter] G[se] H[je] I[pritožil] 	3.00	0.90	3	1.00	1.00	1.00
( <punct (Njegovo <det delovno <amod mesto) <obj bi <aux lahko <advmod primerjali >obl (s <case položajem >nmod (pripravnika >nmod (v <case slovenski <amod državni <amod upravi))) >punct . >punct )	1	4.6	ABCDEFGHIJKLMNOP	16	primerjali	A[(]B[Njegovo] C[delovno] D[mesto] E[bi] F[lahko] G[primerjali] H[s] I[položajem] J[pripravnika] K[v] L[slovenski] M[državni] N[upravi]O[.] P[)] 	1.92	1.56	5	1.00	1.00	1.00
( <punct (Svoje <det življenje) <obj lahko <advmod ozdravite >obl sami >punct ) >parataxis ((Louise >flat Hay) <nsubj (v <case svoji <det uspešnici >nmod (You >flat Can >flat Heal >flat Your >flat Life)) <obl piše) >punct :	1	4.6	KLMNOPQABCDEFGHIJRS	19	ozdravite	A[Louise] B[Hay] C[v] D[svoji] E[uspešnici] F[You] G[Can] H[Heal] I[Your] J[Life] K[(]L[Svoje] M[življenje] N[lahko] O[ozdravite] P[sami]Q[)] R[piše]S[:] 	3.53	1.45	5	2.00	2.00	1.00
( <punct (ČEPRAV <mark JE <aux BILO <cop TRANSVESTITSTVO <nsubj TEDAJ <advmod KAZNIVO >punct ,) <advcl SE <expl JE <aux TRGOVKA <nsubj OBRNILA >advmod STRAN >conj (IN <cc JI <iobj DOVOLILA >xcomp (IZBRATI >obj OBLAČILA)) >punct . >punct )	1	4.6	ABCDEFGHIJKLMNOPQRST	20	OBRNILA	A[(]B[ČEPRAV] C[JE] D[BILO] E[TRANSVESTITSTVO] F[TEDAJ] G[KAZNIVO]H[,] I[SE] J[JE] K[TRGOVKA] L[OBRNILA] M[STRAN] N[IN] O[JI] P[DOVOLILA] Q[IZBRATI] R[OBLAČILA]S[.] T[)] 	2.40	1.72	4	4.00	2.00	2.00
( <punct 13 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[13] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 2 <nummod poslanca >punct . >punct )	1	4.6	ABCDE	5	poslanca	A[(]B[2] C[poslanca]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 20 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[20] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 37 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[37] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 41 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[41] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 42 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[42] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 52 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[52] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 57 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[57] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 58 <nummod prisotnih >punct . >punct )	1	4.6	ABCDE	5	prisotnih	A[(]B[58] C[prisotnih]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 59 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[59] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 59 <nummod prisotnih >punct . >punct )	1	4.6	ABCDE	5	prisotnih	A[(]B[59] C[prisotnih]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 6 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[6] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 60 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[60] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 60 <nummod prisotnih >punct . >punct )	1	4.6	ABCDE	5	prisotnih	A[(]B[60] C[prisotnih]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 64 <nummod prisotnih >punct . >punct )	1	4.6	ABCDE	5	prisotnih	A[(]B[64] C[prisotnih]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 71 <nummod prisotnih >punct )	1	4.6	ABCD	4	prisotnih	A[(]B[71] C[prisotnih]D[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct 8 <nummod poslancev >punct . >punct )	1	4.6	ABCDE	5	poslancev	A[(]B[8] C[poslancev]D[.] E[)] 	1.00	0.55	2	1.00	1.00	1.00
( <punct Delno <advmod povzeto >obl (iz <case avtorjeve <amod nove <amod knjige >nmod (Imena >nmod (nebesnih <amod teles))) >punct . >punct ) >parataxis (Marijan >flat Prosen)	1	4.6	ABCDEFGHIJKLMN	14	povzeto	A[(]B[Delno] C[povzeto] D[iz] E[avtorjeve] F[nove] G[knjige] H[Imena] I[nebesnih] J[teles]K[.] L[)] M[Marijan] N[Prosen] 	2.60	0.75	5	1.00	1.00	1.00
( <punct Foto >appos (: <punct A. >flat B.) >punct )	1	4.6	ABCDEF	6	Foto	A[(]B[Foto]C[:] D[A.] E[B.]F[)] 	1.50	0.29	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct B. >flat D. >flat G.) >punct )	1	4.6	ABCDEFG	7	Foto	A[(]B[Foto]C[:] D[B.] E[D.] F[G.]G[)] 	1.67	0.39	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct Bojan >flat Velikonja)	1	4.6	ABCDE	5	Foto	A[(]B[Foto]C[:] D[Bojan] E[Velikonja] 	1.50	0.29	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct Boris >flat Lenič) >punct )	1	4.6	ABCDEF	6	Foto	A[(]B[Foto]C[:] D[Boris] E[Lenič]F[)] 	1.50	0.29	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct Jaka >flat Adamič) >punct )	1	4.6	ABCDEF	6	Foto	A[(]B[Foto]C[:] D[Jaka] E[Adamič]F[)] 	1.50	0.29	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct Luka >flat Cjuha) >appos (SLOVENIJA >appos (: <punct Čarobni <amod Katančevi <amod menjavi))	1	4.6	ABCDEFGHIJ	10	Foto	A[(]B[Foto]C[:] D[Luka] E[Cjuha] F[SLOVENIJA]G[:] H[Čarobni] I[Katančevi] J[menjavi] 	2.33	0.40	4	1.00	1.00	1.00
( <punct Foto >appos (: <punct Luka >flat Cjuha) >punct )	1	4.6	ABCDEF	6	Foto	A[(]B[Foto]C[:] D[Luka] E[Cjuha]F[)] 	1.50	0.29	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct M. >flat Markelj) >punct )	1	4.6	ABCDEF	6	Foto	A[(]B[Foto]C[:] D[M.] E[Markelj]F[)] 	1.50	0.29	3	1.00	1.00	1.00
( <punct Foto >appos (: <punct M. >flat Vesel) >punct )	1	4.6	ABCDEF	6	Foto	A[(]B[Foto]C[:] D[M.] E[Vesel]F[)] 	1.50	0.29	3	1.00	1.00	1.00
